"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2011","2011","USD","US Dollar","0","Units","2010","2010",1960.434,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2012","2012","USD","US Dollar","0","Units","2010","2010",1830.792,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2013","2013","USD","US Dollar","0","Units","2010","2010",1755.696,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2014","2014","USD","US Dollar","0","Units","2010","2010",1763.467,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2015","2015","USD","US Dollar","0","Units","2010","2010",1874.185,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2016","2016","USD","US Dollar","0","Units","2010","2010",1905.07,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2017","2017","USD","US Dollar","0","Units","2010","2010",1922.187,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ESP","Spain","2018","2018","USD","US Dollar","0","Units","2010","2010",1952.177,"E","Estimated value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1990","1990","USD","US Dollar","0","Units","2010","2010",1778.51,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1991","1991","USD","US Dollar","0","Units","2010","2010",1840.638,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1992","1992","USD","US Dollar","0","Units","2010","2010",1939.929,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1993","1993","USD","US Dollar","0","Units","2010","2010",2059.486,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1994","1994","USD","US Dollar","0","Units","2010","2010",2221.931,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1995","1995","USD","US Dollar","0","Units","2010","2010",2229.414,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1996","1996","USD","US Dollar","0","Units","2010","2010",2248.036,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1997","1997","USD","US Dollar","0","Units","2010","2010",2329.532,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1998","1998","USD","US Dollar","0","Units","2010","2010",2454.163,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","1999","1999","USD","US Dollar","0","Units","2010","2010",2580.66,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2000","2000","USD","US Dollar","0","Units","2010","2010",2614.993,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2001","2001","USD","US Dollar","0","Units","2010","2010",2627.4,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2002","2002","USD","US Dollar","0","Units","2010","2010",2687.392,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2003","2003","USD","US Dollar","0","Units","2010","2010",2724.687,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2004","2004","USD","US Dollar","0","Units","2010","2010",2785.792,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2005","2005","USD","US Dollar","0","Units","2010","2010",2834.37,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2006","2006","USD","US Dollar","0","Units","2010","2010",2900.571,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2007","2007","USD","US Dollar","0","Units","2010","2010",2991.843,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2008","2008","USD","US Dollar","0","Units","2010","2010",3103.93,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2009","2009","USD","US Dollar","0","Units","2010","2010",3175.873,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2010","2010","USD","US Dollar","0","Units","2010","2010",3177.889,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2011","2011","USD","US Dollar","0","Units","2010","2010",3162.189,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2012","2012","USD","US Dollar","0","Units","2010","2010",3216.19,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2013","2013","USD","US Dollar","0","Units","2010","2010",3185.546,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2014","2014","USD","US Dollar","0","Units","2010","2010",3214.551,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2015","2015","USD","US Dollar","0","Units","2010","2010",3228.937,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2016","2016","USD","US Dollar","0","Units","2010","2010",3263.807,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2017","2017","USD","US Dollar","0","Units","2010","2010",3310.894,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUT","Austria","2018","2018","USD","US Dollar","0","Units","2010","2010",3388.431,"P","Provisional value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","1995","1995","USD","US Dollar","0","Units","2010","2010",1051.298,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","1996","1996","USD","US Dollar","0","Units","2010","2010",1120.627,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","1997","1997","USD","US Dollar","0","Units","2010","2010",1160.917,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","1998","1998","USD","US Dollar","0","Units","2010","2010",1116.643,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","1999","1999","USD","US Dollar","0","Units","2010","2010",1088.672,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2000","2000","USD","US Dollar","0","Units","2010","2010",1121.103,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2001","2001","USD","US Dollar","0","Units","2010","2010",1162.248,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2002","2002","USD","US Dollar","0","Units","2010","2010",1152.609,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2003","2003","USD","US Dollar","0","Units","2010","2010",1102.447,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2004","2004","USD","US Dollar","0","Units","2010","2010",1109.848,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2005","2005","USD","US Dollar","0","Units","2010","2010",1112.699,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2006","2006","USD","US Dollar","0","Units","2010","2010",1154.434,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2007","2007","USD","US Dollar","0","Units","2010","2010",1160.156,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2008","2008","USD","US Dollar","0","Units","2010","2010",1167.765,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2009","2009","USD","US Dollar","0","Units","2010","2010",1194.742,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2010","2010","USD","US Dollar","0","Units","2010","2010",1240.496,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2011","2011","USD","US Dollar","0","Units","2010","2010",1251.465,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2012","2012","USD","US Dollar","0","Units","2010","2010",1298.918,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2013","2013","USD","US Dollar","0","Units","2010","2010",1341.757,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2014","2014","USD","US Dollar","0","Units","2010","2010",1380.508,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2015","2015","USD","US Dollar","0","Units","2010","2010",1423.135,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2016","2016","USD","US Dollar","0","Units","2010","2010",1521.63,"D; P","Difference in methodology; Provisional value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2017","2017","USD","US Dollar","0","Units","2010","2010",1558.46,"D; P","Difference in methodology; Provisional value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","ISR","Israel","2018","2018","USD","US Dollar","0","Units","2010","2010",1596.925,"E","Estimated value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1990","1990","USD","US Dollar","0","Units","2010","2010",1773.981,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1991","1991","USD","US Dollar","0","Units","2010","2010",1822.855,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1992","1992","USD","US Dollar","0","Units","2010","2010",1886.733,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1993","1993","USD","US Dollar","0","Units","2010","2010",1952.746,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1994","1994","USD","US Dollar","0","Units","2010","2010",1967.599,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1995","1995","USD","US Dollar","0","Units","2010","2010",2340.768,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1996","1996","USD","US Dollar","0","Units","2010","2010",2356.501,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1997","1997","USD","US Dollar","0","Units","2010","2010",2369.922,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1998","1998","USD","US Dollar","0","Units","2010","2010",2426.53,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","1999","1999","USD","US Dollar","0","Units","2010","2010",2498.951,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2000","2000","USD","US Dollar","0","Units","2010","2010",2538.655,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2001","2001","USD","US Dollar","0","Units","2010","2010",2602.29,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2002","2002","USD","US Dollar","0","Units","2010","2010",2718.945,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2003","2003","USD","US Dollar","0","Units","2010","2010",2721.211,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2004","2004","USD","US Dollar","0","Units","2010","2010",2789.319,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2005","2005","USD","US Dollar","0","Units","2010","2010",2824.098,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2006","2006","USD","US Dollar","0","Units","2010","2010",2873.625,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2007","2007","USD","US Dollar","0","Units","2010","2010",2915.305,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2008","2008","USD","US Dollar","0","Units","2010","2010",2929.934,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2009","2009","USD","US Dollar","0","Units","2010","2010",3072.459,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2010","2010","USD","US Dollar","0","Units","2010","2010",3090.682,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2011","2011","USD","US Dollar","0","Units","2010","2010",3103.949,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2012","2012","USD","US Dollar","0","Units","2010","2010",3131.843,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2013","2013","USD","US Dollar","0","Units","2010","2010",3178.199,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2014","2014","USD","US Dollar","0","Units","2010","2010",3247.876,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2015","2015","USD","US Dollar","0","Units","2010","2010",3271.071,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2016","2016","USD","US Dollar","0","Units","2010","2010",3604.219,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2017","2017","USD","US Dollar","0","Units","2010","2010",3616.524,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","FRA","France","2018","2018","USD","US Dollar","0","Units","2010","2010",3616.88,"E","Estimated value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1990","1990","USD","US Dollar","0","Units","2010","2010",678.476,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1991","1991","USD","US Dollar","0","Units","2010","2010",730.639,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1992","1992","USD","US Dollar","0","Units","2010","2010",723.15,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1993","1993","USD","US Dollar","0","Units","2010","2010",778.732,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1994","1994","USD","US Dollar","0","Units","2010","2010",798.551,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1995","1995","USD","US Dollar","0","Units","2010","2010",905.886,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1996","1996","USD","US Dollar","0","Units","2010","2010",1000.094,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1997","1997","USD","US Dollar","0","Units","2010","2010",1042.333,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1998","1998","USD","US Dollar","0","Units","2010","2010",1122.144,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","1999","1999","USD","US Dollar","0","Units","2010","2010",1211.06,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2000","2000","USD","US Dollar","0","Units","2010","2010",1444.494,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2001","2001","USD","US Dollar","0","Units","2010","2010",1468.786,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2002","2002","USD","US Dollar","0","Units","2010","2010",1542.254,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2003","2003","USD","US Dollar","0","Units","2010","2010",1547.76,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2004","2004","USD","US Dollar","0","Units","2010","2010",1638.478,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2005","2005","USD","US Dollar","0","Units","2010","2010",1673.621,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2006","2006","USD","US Dollar","0","Units","2010","2010",1593.772,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2007","2007","USD","US Dollar","0","Units","2010","2010",1611.736,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2008","2008","USD","US Dollar","0","Units","2010","2010",1641.751,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2009","2009","USD","US Dollar","0","Units","2010","2010",1760.813,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2010","2010","USD","US Dollar","0","Units","2010","2010",1764.308,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2011","2011","USD","US Dollar","0","Units","2010","2010",1614.736,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2012","2012","USD","US Dollar","0","Units","2010","2010",1466.579,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2013","2013","USD","US Dollar","0","Units","2010","2010",1463.202,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2014","2014","USD","US Dollar","0","Units","2010","2010",1457.527,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2015","2015","USD","US Dollar","0","Units","2010","2010",1502.298,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2016","2016","USD","US Dollar","0","Units","2010","2010",1560.273,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","PRT","Portugal","2017","2017","USD","US Dollar","0","Units","2010","2010",1600.033,,
